PolicyKey,PolicyNumber,OrgKey,PlanKey,AgentKey,AdjustmentDate,DateOfCommencement,ModeOfPayment,ChequeEncashmentDetails,PolicyStatus,PremiumInstallmentAmount,FUPDate,Gaps,SumAssured,Budget,PolicyVintageBucket,HasMobile,HasEmail,HasNEFT,HasPAN
1627,POL0001627,28,3,35,2024-02-22,2024-03-09,Yearly,NA,Cooling Off,1225.42,2025-01-11,4,482988.71,19162.23,>=2 years and <3 years,0,0,1,1
1628,POL0001628,9,12,28,2025-03-11,2025-03-22,Monthly,NA,Inforce,2411.86,2025-08-11,5,410536.68,42611.91,>=1 year and <2 years,1,1,1,1
1629,POL0001629,36,10,10,2025-11-21,2025-12-07,Half-yearly,NA,Inforce,3030.23,2026-05-08,1,783856.27,105870.27,Less than 1 year,1,1,1,1
1630,POL0001630,42,7,49,2025-05-12,2025-05-20,Monthly,Honoured,Inforce,1768.25,2025-11-17,2,138495.3,129492.01,Less than 1 year,1,1,1,0
1631,POL0001631,13,5,14,2025-10-23,2025-10-23,Monthly,NA,Inforce,1661.78,2026-09-01,3,96876.89,25626.89,Less than 1 year,1,1,0,0
1632,POL0001632,22,1,31,2023-05-31,2023-06-15,Monthly,NA,Inforce,1562.91,2023-07-29,4,288009.29,133618.76,>=2 years and <3 years,1,1,1,1
1633,POL0001633,39,1,40,2023-10-02,2023-10-27,Monthly,NA,Lapsed,719.7,2024-03-20,0,447427.3,25514.68,>=2 years and <3 years,1,1,0,1
1634,POL0001634,16,5,11,2024-01-12,2024-01-12,Yearly,NA,Inforce,1696.52,2024-06-06,0,174977.87,46587.59,>=2 years and <3 years,1,1,1,1
1635,POL0001635,31,1,7,2024-11-05,2024-11-28,Monthly,Honoured,Inforce,1583.68,2025-03-26,3,82119.87,93060.34,>=1 year and <2 years,1,1,0,1
1636,POL0001636,23,5,51,2024-05-02,2024-05-25,Quarterly,NA,Inforce,8033.13,2024-07-22,0,938335.17,41434.12,>=1 year and <2 years,1,1,0,1
1637,POL0001637,23,3,13,2024-07-11,2024-08-07,Monthly,Honoured,Inforce,2272.83,2024-09-15,3,880518.97,29325.18,>=1 year and <2 years,1,1,1,1
1638,POL0001638,33,3,4,2024-01-27,2024-02-15,Quarterly,NA,Inforce,3468.44,2024-04-13,1,1048242.18,13409.86,>=2 years and <3 years,1,1,1,0
1639,POL0001639,3,5,21,2025-11-24,2025-12-15,Monthly,NA,Lapsed,1933.56,2026-06-08,5,85501.09,439626.08,Less than 1 year,1,1,1,1
1640,POL0001640,6,12,30,2024-03-04,2024-03-25,Yearly,Honoured,Inforce,4541.57,2025-03-25,0,220233.09,50830.62,>=2 years and <3 years,1,1,1,1
1641,POL0001641,11,9,67,2025-05-11,2025-05-28,Yearly,NA,Inforce,1617.33,2025-11-10,5,555504.32,21604.38,Less than 1 year,1,0,1,1
1642,POL0001642,22,8,17,2025-04-04,2025-04-27,Monthly,NA,Lapsed,2636.69,2025-09-11,4,207932.72,141400.31,Less than 1 year,1,0,1,0
1643,POL0001643,28,1,50,2024-09-15,2024-10-11,Monthly,Dishonoured,Inforce,5556.21,2025-09-24,5,794454.33,27372.01,>=1 year and <2 years,1,1,0,1
1644,POL0001644,10,10,64,2023-06-19,2023-06-22,Single,NA,Inforce,3494.05,2023-11-10,3,452061.65,41212.89,>=2 years and <3 years,1,1,1,1
1645,POL0001645,20,9,12,2025-05-19,2025-06-08,Quarterly,NA,Inforce,8056.09,2025-07-11,2,394490.4,54722.04,Less than 1 year,1,1,1,1
1646,POL0001646,19,3,9,2026-01-17,2026-01-23,Monthly,NA,Inforce,2078.56,2026-04-14,1,165853.94,16282.55,Less than 1 year,1,0,1,1
1647,POL0001647,12,12,59,2023-04-25,2023-04-28,Monthly,NA,Inforce,3548.74,2023-10-12,2,608945.69,174885.69,>=2 years and <3 years,1,1,1,0
1648,POL0001648,29,11,18,2024-07-06,2024-07-08,Yearly,Dishonoured,Inforce,3034.55,2025-01-31,0,263535.11,34248.55,>=1 year and <2 years,1,1,1,0
1649,POL0001649,24,5,52,2023-07-09,2023-07-29,Monthly,NA,Inforce,1488.6,2023-11-20,4,191236.26,42275.17,>=2 years and <3 years,1,0,1,0
1650,POL0001650,29,6,66,2024-11-28,2024-12-19,Half-yearly,Dishonoured,Inforce,2852.79,2025-02-04,1,1105662.51,11781.47,>=1 year and <2 years,1,1,0,1
1651,POL0001651,27,9,58,2023-04-10,2023-04-17,Monthly,Honoured,Inforce,2410.6,2024-03-08,0,176585.71,62365.21,>=2 years and <3 years,1,1,1,0
1652,POL0001652,40,11,8,2024-06-14,2024-07-13,Half-yearly,NA,Inforce,1298.47,2025-01-25,4,485438.93,33676.28,>=1 year and <2 years,1,1,1,1
1653,POL0001653,1,3,14,2023-11-27,2023-12-24,Monthly,NA,Inforce,1723.88,2024-04-28,0,147833.54,95094.8,>=2 years and <3 years,1,0,0,0
1654,POL0001654,5,4,50,2023-07-23,2023-08-02,Yearly,NA,Inforce,965.81,2023-09-06,5,438349.18,67983.87,>=2 years and <3 years,1,1,0,0
1655,POL0001655,30,11,69,2023-09-15,2023-10-02,Yearly,NA,Inforce,1400.39,2024-09-07,1,508937.41,180839.71,>=2 years and <3 years,1,1,0,1
1656,POL0001656,7,7,56,2025-11-07,2025-11-12,Monthly,NA,Inforce,3062.0,2026-03-14,5,212572.31,99473.68,Less than 1 year,1,1,0,0
1657,POL0001657,39,8,28,2025-12-17,2025-12-30,Half-yearly,NA,Inforce,2218.54,2026-10-23,2,1311892.22,39589.87,Less than 1 year,1,0,0,0
1658,POL0001658,3,9,20,2024-01-26,2024-02-15,Yearly,NA,Inforce,1416.42,2024-08-07,4,312704.42,10465.11,>=2 years and <3 years,1,1,0,1
1659,POL0001659,37,1,77,2025-05-15,2025-05-20,Half-yearly,NA,Inforce,1441.81,2026-04-06,5,283284.37,11036.09,Less than 1 year,1,1,0,1
1660,POL0001660,28,8,28,2024-03-17,2024-04-11,Single,Honoured,Cooling Off,4798.34,2024-05-31,3,439965.98,62321.47,>=1 year and <2 years,1,1,0,0
1661,POL0001661,28,5,33,2024-07-19,2024-08-14,Quarterly,NA,Inforce,1200.86,2025-07-26,3,587109.16,272025.22,>=1 year and <2 years,0,0,0,0
1662,POL0001662,26,2,39,2025-12-25,2025-12-28,Yearly,NA,Inforce,4011.87,2026-07-18,5,465802.46,123612.29,Less than 1 year,1,1,0,0
1663,POL0001663,14,11,34,2024-08-25,2024-08-26,Monthly,NA,Lapsed,1437.61,2025-04-25,0,339469.83,30242.58,>=1 year and <2 years,1,1,0,1
1664,POL0001664,28,6,39,2025-04-09,2025-05-01,Monthly,NA,Inforce,2523.98,2026-01-21,0,50000.0,126247.52,Less than 1 year,1,1,1,0
1665,POL0001665,31,9,21,2025-09-29,2025-10-03,Yearly,NA,Lapsed,2146.34,2025-12-11,1,420118.2,175800.75,Less than 1 year,1,1,0,1
1666,POL0001666,37,7,2,2023-09-30,2023-10-29,Quarterly,Honoured,Inforce,6738.91,2024-09-26,3,158490.01,359598.19,>=2 years and <3 years,1,1,0,1
1667,POL0001667,38,10,19,2025-04-19,2025-05-02,Monthly,Dishonoured,Lapsed,3193.9,2025-08-30,2,1263880.9,82141.19,Less than 1 year,1,1,1,0
1668,POL0001668,21,1,20,2025-01-28,2025-02-25,Yearly,Honoured,Inforce,1711.41,2026-01-14,3,198459.56,21950.25,>=1 year and <2 years,1,1,1,1
1669,POL0001669,21,2,53,2023-11-25,2023-11-29,Monthly,Honoured,Cheque Dishonor,5034.0,2024-07-08,2,212174.05,94814.98,>=2 years and <3 years,1,1,1,0
1670,POL0001670,9,11,58,2025-04-29,2025-04-30,Quarterly,NA,Inforce,3348.32,2026-01-31,3,197443.53,30290.72,Less than 1 year,1,1,0,1
1671,POL0001671,13,7,70,2025-02-10,2025-02-27,Half-yearly,NA,Inforce,2895.1,2025-11-02,0,453337.69,28818.04,>=1 year and <2 years,1,0,0,1
1672,POL0001672,14,4,74,2024-09-16,2024-10-15,Yearly,NA,Inforce,4475.62,2025-02-13,5,162846.09,210550.7,>=1 year and <2 years,1,0,1,1
1673,POL0001673,20,5,65,2023-12-25,2024-01-13,Half-yearly,NA,Inforce,2303.56,2024-11-06,0,50000.0,53273.95,>=2 years and <3 years,1,1,0,1
1674,POL0001674,30,7,53,2024-03-27,2024-04-16,Monthly,Honoured,Inforce,3341.6,2025-01-20,4,285183.91,17129.88,>=1 year and <2 years,1,0,1,1
1675,POL0001675,22,2,23,2023-07-29,2023-08-15,Quarterly,NA,Inforce,1004.87,2023-12-22,2,520482.99,30882.82,>=2 years and <3 years,1,0,1,1
1676,POL0001676,11,9,56,2026-02-07,2026-03-04,Monthly,Honoured,Inforce,1134.24,2027-02-08,1,966456.4,25956.5,Less than 1 year,1,1,1,0
1677,POL0001677,28,11,37,2025-11-03,2025-12-02,Half-yearly,Honoured,Lapsed,4791.8,2026-05-31,0,2180021.75,17388.5,Less than 1 year,1,1,0,1
1678,POL0001678,7,2,14,2026-03-24,2026-04-13,Single,NA,Lapsed,1972.41,2026-09-22,5,144882.83,49972.74,Less than 1 year,1,1,1,1
1679,POL0001679,7,8,80,2024-02-28,2024-03-07,Yearly,NA,Inforce,1716.95,2025-01-30,2,225310.62,49868.3,>=2 years and <3 years,1,1,1,1
1680,POL0001680,38,1,38,2026-03-25,2026-04-09,Yearly,NA,Inforce,2872.1,2026-08-27,1,669326.42,66845.45,Less than 1 year,1,1,0,1
1681,POL0001681,36,7,15,2024-08-27,2024-09-11,Monthly,NA,Inforce,1787.8,2025-01-01,5,581867.8,249010.27,>=1 year and <2 years,1,1,1,0
1682,POL0001682,30,7,51,2023-04-16,2023-04-18,Single,NA,Inforce,1384.99,2023-10-25,5,182469.54,25267.14,>=2 years and <3 years,1,1,1,0
1683,POL0001683,19,5,34,2025-08-29,2025-09-02,Monthly,Honoured,Lapsed,4088.69,2025-12-06,0,69100.16,128075.7,Less than 1 year,1,1,1,0
1684,POL0001684,16,1,54,2023-11-15,2023-11-30,Single,NA,Inforce,2698.21,2024-06-05,1,249149.59,13328.39,>=2 years and <3 years,1,1,1,1
1685,POL0001685,34,12,77,2024-07-14,2024-08-06,Monthly,NA,Inforce,4373.17,2024-11-05,4,731070.54,46041.94,>=1 year and <2 years,1,0,0,0
1686,POL0001686,28,4,72,2025-12-02,2025-12-27,Yearly,NA,Inforce,4427.53,2026-10-03,5,159300.1,119144.49,Less than 1 year,1,0,1,0
1687,POL0001687,4,10,55,2024-08-17,2024-08-29,Monthly,NA,Cooling Off,1137.84,2025-07-30,0,1169053.52,40433.7,>=1 year and <2 years,0,1,1,1
1688,POL0001688,12,7,41,2025-01-23,2025-01-25,Quarterly,NA,Inforce,2068.78,2025-07-03,0,507047.76,32047.76,>=1 year and <2 years,1,1,0,1
1689,POL0001689,9,9,16,2023-06-07,2023-07-02,Quarterly,Honoured,Inforce,2223.79,2023-09-04,1,643671.7,22475.03,>=2 years and <3 years,1,1,1,1
1690,POL0001690,41,5,71,2024-08-23,2024-09-14,Monthly,NA,Inforce,3346.01,2025-07-05,2,113852.3,21661.15,>=1 year and <2 years,1,1,1,0
1691,POL0001691,2,7,2,2025-11-06,2025-11-15,Quarterly,NA,Inforce,2017.25,2026-09-18,0,573002.72,43517.87,Less than 1 year,1,1,1,1
1692,POL0001692,35,2,74,2023-04-22,2023-04-29,Monthly,Honoured,Inforce,2400.76,2023-08-20,3,151631.83,44581.26,>=2 years and <3 years,1,1,0,1
1693,POL0001693,30,11,46,2025-04-13,2025-04-18,Monthly,NA,Inforce,2182.95,2025-11-07,5,181821.51,78539.81,Less than 1 year,1,1,1,1
1694,POL0001694,13,9,32,2026-03-04,2026-03-31,Half-yearly,Honoured,Inforce,1003.62,2026-05-30,0,401988.33,52568.75,Less than 1 year,1,1,1,0
1695,POL0001695,17,11,7,2025-08-04,2025-08-18,Monthly,Honoured,Inforce,1649.1,2025-10-09,5,692159.56,46604.29,Less than 1 year,1,1,1,1
1696,POL0001696,41,10,14,2023-08-03,2023-08-30,Monthly,Honoured,Inforce,1204.63,2024-07-02,5,178011.64,115317.69,>=2 years and <3 years,1,0,1,1
1697,POL0001697,10,5,34,2024-11-06,2024-12-02,Yearly,NA,Inforce,3202.68,2025-02-06,1,415656.88,76695.98,>=1 year and <2 years,1,1,1,1
1698,POL0001698,24,4,51,2024-12-23,2025-01-11,Monthly,Honoured,Inforce,680.36,2025-09-18,2,321552.1,124396.1,>=1 year and <2 years,1,1,0,0
1699,POL0001699,32,11,10,2024-02-27,2024-03-06,Monthly,NA,Lapsed,3406.5,2025-03-04,1,507739.16,47129.32,>=2 years and <3 years,1,0,1,0
1700,POL0001700,41,8,21,2024-12-11,2024-12-18,Monthly,NA,Inforce,1565.56,2025-03-04,2,183116.51,146878.58,>=1 year and <2 years,1,0,0,1
1701,POL0001701,37,11,78,2024-01-12,2024-01-16,Yearly,NA,Inforce,4184.35,2024-11-03,4,85204.2,51308.24,>=2 years and <3 years,1,1,1,1
1702,POL0001702,23,8,79,2024-08-25,2024-09-09,Quarterly,NA,Inforce,2310.48,2024-11-10,5,151414.16,64312.86,>=1 year and <2 years,1,0,0,0
1703,POL0001703,17,2,25,2025-05-29,2025-06-22,Quarterly,NA,Inforce,1337.53,2025-08-25,2,144696.32,54539.34,Less than 1 year,0,1,1,0
1704,POL0001704,10,4,47,2023-08-15,2023-09-05,Monthly,NA,Inforce,2125.34,2024-02-20,5,1208531.83,43095.36,>=2 years and <3 years,1,0,1,1
1705,POL0001705,15,2,17,2024-11-27,2024-12-17,Monthly,NA,Cooling Off,2470.18,2025-08-28,1,87620.01,29523.81,>=1 year and <2 years,1,1,1,0
1706,POL0001706,23,12,71,2023-10-24,2023-11-10,Half-yearly,NA,Inforce,3157.38,2024-02-23,0,208400.75,25133.45,>=2 years and <3 years,1,1,1,1
1707,POL0001707,28,9,52,2025-02-24,2025-03-02,Yearly,NA,Inforce,2825.79,2025-11-06,3,283267.03,40331.07,>=1 year and <2 years,1,1,0,1
1708,POL0001708,18,7,14,2025-03-09,2025-03-18,Quarterly,Honoured,Inforce,6504.54,2025-07-23,1,83348.17,49354.84,>=1 year and <2 years,1,0,1,1
1709,POL0001709,14,12,63,2024-04-24,2024-05-04,Monthly,NA,Inforce,3057.41,2024-10-06,4,535181.29,58239.12,>=1 year and <2 years,1,1,0,0
1710,POL0001710,18,6,80,2023-09-08,2023-09-17,Monthly,NA,Inforce,947.15,2024-06-07,0,917964.45,16357.99,>=2 years and <3 years,1,0,1,0
1711,POL0001711,23,6,9,2024-07-03,2024-07-31,Monthly,Honoured,Cooling Off,3698.06,2024-10-30,0,724288.57,18277.3,>=1 year and <2 years,1,0,1,1
1712,POL0001712,17,10,53,2024-09-12,2024-09-20,Monthly,Honoured,Inforce,1592.31,2024-12-01,3,124257.82,50528.85,>=1 year and <2 years,1,1,1,1
1713,POL0001713,34,6,51,2024-03-28,2024-04-16,Single,NA,Inforce,1707.66,2024-08-28,2,401039.96,56807.24,>=1 year and <2 years,1,0,0,1
1714,POL0001714,12,6,32,2025-12-12,2026-01-10,Single,NA,Inforce,2913.95,2026-07-24,0,361827.01,68173.28,Less than 1 year,1,0,1,1
1715,POL0001715,21,2,2,2025-02-05,2025-02-12,Monthly,NA,Inforce,1811.65,2025-12-24,4,74518.73,91990.28,>=1 year and <2 years,1,1,0,0
1716,POL0001716,30,10,42,2025-04-04,2025-04-15,Yearly,NA,Inforce,4124.49,2026-02-22,3,188534.4,40803.39,Less than 1 year,1,1,1,0
1717,POL0001717,39,4,68,2025-01-30,2025-01-31,Monthly,NA,Inforce,3257.02,2025-03-19,3,180508.39,164714.41,>=1 year and <2 years,1,0,1,1
1718,POL0001718,5,10,54,2024-04-22,2024-04-22,Half-yearly,NA,Inforce,2522.31,2025-02-19,5,359968.14,50756.32,>=1 year and <2 years,1,1,0,1
1719,POL0001719,13,4,7,2023-06-01,2023-06-19,Half-yearly,NA,Cheque Dishonor,5689.52,2024-06-02,0,1112072.25,8956.79,>=2 years and <3 years,1,0,0,1
1720,POL0001720,27,2,16,2024-11-24,2024-12-02,Quarterly,NA,Inforce,2602.55,2025-08-13,4,182116.14,48466.73,>=1 year and <2 years,1,1,1,1
1721,POL0001721,16,10,3,2025-08-07,2025-08-08,Monthly,NA,Lapsed,7260.59,2025-09-28,4,399945.55,40312.52,Less than 1 year,1,1,1,1
1722,POL0001722,1,8,37,2025-10-23,2025-11-05,Monthly,Dishonoured,Inforce,7055.33,2026-09-18,3,93781.96,23333.88,Less than 1 year,1,1,1,1
1723,POL0001723,35,9,6,2025-12-31,2026-01-18,Monthly,NA,Inforce,2494.43,2026-11-27,5,755082.77,155826.8,Less than 1 year,1,0,1,1
1724,POL0001724,27,12,39,2025-01-10,2025-02-01,Monthly,Honoured,Inforce,3505.65,2025-10-03,3,950180.78,25902.52,>=1 year and <2 years,1,1,1,0
1725,POL0001725,36,6,64,2025-05-22,2025-06-14,Quarterly,NA,Inforce,2838.68,2025-09-27,4,796329.06,25313.15,Less than 1 year,1,1,1,1
1726,POL0001726,30,8,16,2024-06-20,2024-06-20,Half-yearly,Honoured,Inforce,3333.03,2024-09-04,0,297857.79,72865.57,>=1 year and <2 years,1,1,1,0
1727,POL0001727,15,1,2,2025-02-06,2025-03-04,Monthly,Dishonoured,Lapsed,1245.77,2026-02-11,0,757567.81,5947.92,>=1 year and <2 years,1,1,0,0
1728,POL0001728,28,4,22,2023-08-15,2023-09-02,Single,Honoured,Inforce,2052.69,2023-12-23,3,202585.26,36671.33,>=2 years and <3 years,1,0,1,1
1729,POL0001729,35,1,7,2023-11-21,2023-12-16,Monthly,Honoured,Inforce,1980.5,2024-10-28,3,354675.69,31198.71,>=2 years and <3 years,1,0,1,0
1730,POL0001730,20,2,34,2025-09-29,2025-10-21,Monthly,NA,Inforce,2249.34,2025-12-12,2,439238.32,82011.17,Less than 1 year,1,1,0,1
1731,POL0001731,18,12,22,2025-11-11,2025-11-18,Yearly,NA,Inforce,1662.67,2026-08-01,0,405004.44,26237.5,Less than 1 year,1,0,0,0
1732,POL0001732,21,3,75,2024-12-03,2024-12-03,Yearly,Dishonoured,Inforce,1085.34,2025-02-07,0,222492.91,82803.18,>=1 year and <2 years,1,0,0,1
1733,POL0001733,29,11,16,2024-05-26,2024-06-13,Quarterly,NA,Inforce,4697.65,2025-01-21,1,304142.09,150282.84,>=1 year and <2 years,1,1,0,1
1734,POL0001734,32,5,42,2025-05-15,2025-05-24,Half-yearly,NA,Inforce,755.51,2025-07-29,4,50000.0,18829.23,Less than 1 year,1,1,0,0
1735,POL0001735,19,12,11,2024-03-30,2024-04-28,Monthly,Honoured,Inforce,4199.65,2025-02-09,1,372549.32,17808.39,>=1 year and <2 years,0,1,1,1
1736,POL0001736,42,12,27,2024-10-19,2024-11-09,Half-yearly,NA,Inforce,1583.67,2025-10-14,4,1148768.24,30406.93,>=1 year and <2 years,1,1,1,1
1737,POL0001737,14,1,28,2025-03-22,2025-04-14,Quarterly,NA,Inforce,5043.9,2025-11-17,0,497560.25,27410.56,Less than 1 year,1,1,1,1
1738,POL0001738,22,4,76,2023-10-31,2023-11-24,Half-yearly,NA,Inforce,3916.14,2024-09-08,1,205713.32,210872.95,>=2 years and <3 years,1,1,1,0
1739,POL0001739,20,12,59,2025-03-12,2025-03-23,Half-yearly,Honoured,Inforce,2266.32,2025-10-24,2,393082.68,47512.97,>=1 year and <2 years,0,1,0,0
1740,POL0001740,9,4,47,2024-10-03,2024-10-03,Monthly,NA,Inforce,3782.89,2025-07-28,0,677909.03,114025.51,>=1 year and <2 years,1,0,0,1
1741,POL0001741,13,7,25,2024-11-23,2024-11-23,Single,NA,Inforce,2004.61,2024-12-27,2,901152.34,19857.6,>=1 year and <2 years,1,0,1,1
1742,POL0001742,37,11,14,2024-06-01,2024-06-25,Monthly,Honoured,Inforce,1264.55,2024-11-29,5,171262.04,29823.0,>=1 year and <2 years,1,1,1,0
1743,POL0001743,16,1,59,2023-07-16,2023-07-16,Monthly,NA,Inforce,3455.07,2024-03-12,4,127321.93,37556.73,>=2 years and <3 years,0,0,0,0
1744,POL0001744,29,6,34,2023-06-20,2023-06-20,Monthly,NA,Inforce,1767.64,2023-11-11,1,364803.54,201643.43,>=2 years and <3 years,1,0,1,0
1745,POL0001745,14,3,51,2024-07-27,2024-08-10,Quarterly,NA,Inforce,3038.87,2025-04-30,0,532894.24,42784.39,>=1 year and <2 years,1,1,0,1
1746,POL0001746,18,6,13,2024-08-15,2024-09-03,Single,NA,Lapsed,1073.51,2025-08-20,5,88248.08,26826.08,>=1 year and <2 years,1,1,0,1
1747,POL0001747,13,5,25,2023-05-17,2023-05-17,Monthly,NA,Inforce,6878.38,2023-08-20,0,290849.81,159765.12,>=2 years and <3 years,1,1,1,1
1748,POL0001748,32,9,56,2024-01-11,2024-01-13,Monthly,NA,Inforce,1719.59,2024-03-01,1,850119.24,74125.47,>=2 years and <3 years,0,0,1,1
1749,POL0001749,8,4,15,2023-10-15,2023-11-08,Single,NA,Inforce,2156.53,2024-06-22,5,413414.69,60883.79,>=2 years and <3 years,1,1,0,1
1750,POL0001750,5,9,13,2024-01-14,2024-02-10,Monthly,Honoured,Inforce,3147.54,2024-12-27,5,337686.5,187563.5,>=2 years and <3 years,1,1,1,0
1751,POL0001751,26,7,51,2024-04-24,2024-05-01,Monthly,Honoured,Lapsed,749.73,2025-03-04,0,194049.45,30893.83,>=1 year and <2 years,1,0,0,0
1752,POL0001752,18,8,27,2026-02-08,2026-03-04,Monthly,NA,Inforce,2850.33,2027-02-26,2,231506.4,93350.57,Less than 1 year,1,1,0,1
1753,POL0001753,39,5,1,2025-06-13,2025-07-12,Single,NA,Inforce,12455.91,2026-07-12,2,279439.88,22010.32,Less than 1 year,1,1,0,1
1754,POL0001754,31,12,40,2024-09-22,2024-09-27,Yearly,NA,Inforce,1086.06,2025-01-31,2,269263.29,23423.03,>=1 year and <2 years,1,0,0,1
1755,POL0001755,5,3,24,2025-11-22,2025-12-09,Monthly,NA,Cooling Off,1809.06,2026-03-18,2,675312.62,187859.42,Less than 1 year,1,1,0,0
1756,POL0001756,31,7,43,2023-12-14,2023-12-15,Single,Dishonoured,Lapsed,5538.92,2024-05-18,1,248684.31,67849.63,>=2 years and <3 years,1,1,1,1
1757,POL0001757,11,11,2,2025-03-21,2025-04-09,Quarterly,Dishonoured,Inforce,872.28,2025-06-04,4,433100.06,45048.35,Less than 1 year,1,1,1,1
1758,POL0001758,32,4,61,2025-11-03,2025-12-02,Monthly,Honoured,Inforce,1715.37,2026-07-31,0,201693.45,89171.18,Less than 1 year,1,1,1,1
1759,POL0001759,19,4,68,2023-04-13,2023-04-20,Quarterly,Honoured,Inforce,1150.45,2024-01-24,1,101803.83,43744.62,>=2 years and <3 years,1,1,0,1
1760,POL0001760,7,5,43,2023-06-02,2023-06-07,Quarterly,Honoured,Cheque Dishonor,1717.86,2024-01-28,1,487412.0,42983.62,>=2 years and <3 years,1,1,1,1
1761,POL0001761,17,11,63,2023-08-15,2023-09-07,Monthly,NA,Inforce,7693.07,2024-05-11,3,838292.82,221648.91,>=2 years and <3 years,1,1,1,1
1762,POL0001762,20,12,43,2023-06-19,2023-07-08,Yearly,Honoured,Lapsed,1980.46,2023-10-17,4,140679.46,135779.2,>=2 years and <3 years,1,1,1,0
1763,POL0001763,39,8,15,2024-03-30,2024-04-01,Monthly,NA,Inforce,1231.21,2024-10-22,0,698797.0,74321.13,>=1 year and <2 years,1,1,1,0
1764,POL0001764,10,7,29,2023-12-18,2024-01-04,Half-yearly,NA,Inforce,4124.53,2024-11-04,2,153035.98,26763.05,>=2 years and <3 years,1,1,1,1
1765,POL0001765,16,10,56,2025-02-28,2025-03-29,Monthly,Honoured,Inforce,5536.75,2025-08-02,4,171624.24,33849.46,Less than 1 year,1,1,1,1
1766,POL0001766,25,11,14,2025-11-17,2025-12-16,Yearly,Honoured,Inforce,1654.78,2026-06-24,1,438522.81,126211.49,Less than 1 year,1,1,0,1
1767,POL0001767,29,9,23,2023-05-23,2023-06-08,Monthly,NA,Lapsed,2867.42,2024-03-03,0,532631.17,109753.03,>=2 years and <3 years,0,1,0,0
1768,POL0001768,26,10,54,2023-12-28,2024-01-16,Yearly,NA,Inforce,918.69,2024-08-24,5,207327.85,306356.8,>=2 years and <3 years,1,1,0,0
1769,POL0001769,38,9,44,2025-12-15,2025-12-18,Half-yearly,NA,Inforce,4225.07,2026-02-22,1,1609447.26,88006.57,Less than 1 year,1,1,1,0
1770,POL0001770,37,6,37,2024-10-03,2024-10-18,Monthly,NA,Lapsed,4316.86,2024-11-27,1,642767.39,56505.95,>=1 year and <2 years,1,1,0,0
1771,POL0001771,10,8,20,2024-02-02,2024-02-24,Quarterly,NA,Inforce,1627.5,2024-10-30,5,1114834.46,63900.25,>=2 years and <3 years,0,0,0,0
1772,POL0001772,11,5,63,2025-11-07,2025-11-20,Monthly,Honoured,Inforce,2446.17,2026-09-14,1,114119.02,156374.64,Less than 1 year,1,0,1,0
1773,POL0001773,3,4,37,2024-03-28,2024-04-05,Half-yearly,NA,Inforce,1555.59,2024-11-09,0,237438.62,16512.17,>=1 year and <2 years,1,1,1,1
1774,POL0001774,1,7,46,2025-09-25,2025-10-05,Half-yearly,NA,Inforce,681.3,2026-06-15,0,144691.47,63440.07,Less than 1 year,1,0,0,1
1775,POL0001775,23,5,65,2024-03-30,2024-04-08,Half-yearly,Honoured,Inforce,2638.14,2024-06-26,3,426150.45,49936.83,>=1 year and <2 years,0,1,1,0
1776,POL0001776,6,12,35,2025-01-02,2025-01-11,Monthly,Honoured,Inforce,2548.03,2025-08-06,2,779846.88,10461.53,>=1 year and <2 years,1,1,1,1
1777,POL0001777,6,5,29,2024-04-22,2024-04-29,Single,Honoured,Inforce,3290.47,2024-07-10,4,832008.53,66274.54,>=1 year and <2 years,1,1,0,0
1778,POL0001778,41,7,55,2024-03-07,2024-03-07,Monthly,Honoured,Lapsed,1826.92,2024-04-17,1,80037.74,34149.85,>=2 years and <3 years,1,1,0,1
1779,POL0001779,20,10,40,2025-10-06,2025-10-11,Monthly,NA,Lapsed,1443.71,2026-08-05,4,276531.49,33838.94,Less than 1 year,1,1,1,0
1780,POL0001780,38,3,26,2025-09-10,2025-09-20,Monthly,NA,Inforce,3705.22,2026-05-20,2,1033981.75,148796.44,Less than 1 year,1,1,0,1
1781,POL0001781,20,2,39,2024-04-30,2024-05-11,Quarterly,NA,Inforce,1686.44,2025-02-19,5,1017232.71,16244.58,>=1 year and <2 years,1,1,1,1
1782,POL0001782,25,7,13,2025-05-01,2025-05-08,Monthly,NA,Inforce,5280.97,2026-04-29,2,1792062.05,97863.31,Less than 1 year,1,1,0,0
1783,POL0001783,23,8,46,2025-07-15,2025-08-13,Monthly,NA,Inforce,3153.17,2025-09-23,1,50000.0,36686.57,Less than 1 year,1,1,0,0
1784,POL0001784,2,9,4,2024-10-24,2024-11-01,Yearly,NA,Inforce,1708.81,2025-10-22,4,914073.51,79579.28,>=1 year and <2 years,1,0,0,1
1785,POL0001785,40,5,32,2023-08-17,2023-09-07,Quarterly,NA,Inforce,1924.59,2023-11-17,5,458567.57,13178.11,>=2 years and <3 years,1,1,1,1
1786,POL0001786,37,5,7,2024-10-23,2024-11-10,Half-yearly,NA,Inforce,1437.88,2025-08-19,5,456191.21,24366.83,>=1 year and <2 years,1,0,0,1
1787,POL0001787,1,8,67,2025-06-11,2025-06-28,Quarterly,NA,Inforce,4615.0,2025-09-11,1,73072.4,22348.72,Less than 1 year,1,1,1,0
1788,POL0001788,42,2,43,2025-05-26,2025-06-12,Quarterly,Honoured,Inforce,1869.04,2026-01-08,5,108787.77,54485.03,Less than 1 year,1,1,1,1
