ClaimCaseKey,PolicyKey,OrgKey,PlanKey,AgentKey,ClaimBookedDate,ClaimPaidDate,ClaimPaymentDueDate,ClaimIntimationDate,PaymentType,ClaimType,DeathClaimType,ClaimStatus,ClaimAmountPaid,ClaimAmountPayable,PaidFinYear,IsBooked,IsPayable,IsPaid,IsPaidOnOrBeforeDueDate,IsRepudiated,IsRejected,IsCancelled,IsIntimationCancelled,OutstandingDaysAsOf,OutstandingBucket,IsOutstandingAsOf,ReinvestmentConsentFlag,ReinvestmentAmount,ClaimBookedDateKey,ClaimPaidDateKey,ClaimPaymentDueDateKey,ClaimIntimationDateKey
2209,1323,6,1,5,2026-03-02,,2026-03-25,2026-02-28,IPP,Maturity,,Pending,0.0,308243.46,,1,1,0,0,0,0,0,0,2,<1 Month,1,1,248655.87,20260302,,20260325,20260228
2210,1954,24,9,78,2026-01-18,2026-03-13,2026-02-23,2026-01-01,NEDC,Death,Non-Early,Paid,242272.56,243209.63,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260118,20260313.0,20260223,20260101
2211,1359,29,9,46,2026-02-13,2026-04-25,2026-05-07,2026-02-07,EDC,Death,Non-Early,Paid,636875.4,650865.6,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260213,20260425.0,20260507,20260207
2212,420,19,12,4,2026-01-15,2026-03-21,2026-01-31,2026-01-09,SB,SB,,Paid,34462.87,33774.54,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260115,20260321.0,20260131,20260109
2213,1103,9,1,13,2025-10-03,2025-10-07,2025-10-29,2025-09-10,SB,SB,,Paid,73093.87,73561.22,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251003,20251007.0,20251029,20250910
2214,559,34,10,68,2026-02-12,,2026-03-16,2026-02-06,Maturity,Maturity,,Pending,0.0,226779.57,,1,1,0,0,0,0,0,0,11,<1 Month,1,0,0.0,20260212,,20260316,20260206
2215,460,12,1,52,2026-01-15,2026-03-04,2026-01-31,2025-12-26,Maturity,Maturity,,Paid,138012.5,136309.06,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260115,20260304.0,20260131,20251226
2216,1316,15,1,36,2026-01-03,,2026-03-31,2025-12-26,EDC,Death,Early,Repudiated,0.0,402246.29,,1,1,0,0,1,0,0,0,0,,0,0,0.0,20260103,,20260331,20251226
2217,355,28,11,77,2025-11-29,2025-12-29,2026-01-07,2025-11-27,SB,SB,,Paid,53558.17,53603.47,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251129,20251229.0,20260107,20251127
2218,607,9,3,53,2025-12-03,,2026-01-27,2025-11-11,Maturity,Maturity,,Pending,0.0,358890.26,,1,1,0,0,0,0,0,0,59,>1 Month,1,0,0.0,20251203,,20260127,20251111
2219,1103,9,1,13,2025-12-25,2026-02-04,2026-02-20,2025-12-19,NEDC,Death,Non-Early,Paid,929573.02,908584.39,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251225,20260204.0,20260220,20251219
2220,823,2,7,75,2025-12-15,,2026-01-31,2025-11-27,EDC,Death,Early,Pending,0.0,979901.28,,1,1,0,0,0,0,0,0,55,>1 Month,1,0,0.0,20251215,,20260131,20251127
2221,225,4,2,67,2025-12-21,2026-01-14,2026-02-01,2025-12-14,IPP,Maturity,,Paid,440677.18,442322.13,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251221,20260114.0,20260201,20251214
2222,120,23,4,76,2025-10-08,,2025-11-28,2025-09-25,IPP,Maturity,,Pending,0.0,449034.65,,1,1,0,0,0,0,0,0,119,>1 Month,1,0,0.0,20251008,,20251128,20250925
2223,1715,21,2,2,2026-03-15,2026-03-26,2026-04-02,2026-03-03,SB,SB,,Paid,106285.36,106108.63,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260315,20260326.0,20260402,20260303
2224,1628,9,12,28,2026-03-06,2026-03-31,2026-04-05,2026-03-05,Maturity,Maturity,,Paid,111066.4,107635.52,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260306,20260331.0,20260405,20260305
2225,1030,35,5,58,2025-10-20,2025-11-02,2025-12-08,2025-09-28,SB,SB,,Paid,70743.33,71639.29,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251020,20251102.0,20251208,20250928
2226,1308,39,4,1,2025-11-02,,2025-11-23,2025-10-24,Maturity,Maturity,,Pending,0.0,130094.76,,1,1,0,0,0,0,0,0,124,>1 Month,1,1,91467.86,20251102,,20251123,20251024
2227,1067,37,1,34,2026-01-14,2026-03-16,2026-04-18,2026-01-07,NEDC,Death,Non-Early,Paid,587070.81,586610.99,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260114,20260316.0,20260418,20260107
2228,1783,23,8,46,2025-12-22,2026-02-02,2026-02-18,2025-12-13,Maturity,Maturity,,Paid,300423.95,296681.31,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251222,20260202.0,20260218,20251213
2229,1527,30,3,57,2026-01-29,2026-03-26,2026-04-05,2026-01-06,NEDC,Death,Early,Paid,1367388.38,1328922.87,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260129,20260326.0,20260405,20260106
2230,1349,9,4,25,2025-10-15,,2025-11-22,2025-09-23,EDC,Death,Non-Early,Pending,0.0,807011.8,,1,1,0,0,0,0,0,0,125,>1 Month,1,0,0.0,20251015,,20251122,20250923
2231,367,26,6,56,2025-11-02,2026-01-03,2025-12-27,2025-10-16,EDC,Death,Early,Paid,801742.92,771982.67,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251102,20260103.0,20251227,20251016
2232,131,6,2,56,2026-01-04,2026-01-15,2026-02-06,2025-12-31,EDC,Death,Non-Early,Paid,207512.02,200403.88,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260104,20260115.0,20260206,20251231
2233,1630,42,7,49,2025-12-10,2026-01-08,2026-01-09,2025-11-17,SB,SB,,Paid,35318.45,34021.99,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251210,20260108.0,20260109,20251117
2234,995,12,10,5,2025-10-27,,2025-12-19,2025-10-26,SB,SB,,Cancelled,0.0,114522.07,,1,1,0,0,0,0,1,0,0,,0,0,0.0,20251027,,20251219,20251026
2235,1164,24,3,73,2025-11-05,,2025-12-31,2025-10-26,SB,SB,,Pending,0.0,188152.71,,1,1,0,0,0,0,0,0,86,>1 Month,1,0,0.0,20251105,,20251231,20251026
2236,230,2,2,6,2026-01-12,,2026-03-03,2026-01-03,NEDC,Death,Early,Pending,0.0,586483.4,,1,1,0,0,0,0,0,0,24,<1 Month,1,0,0.0,20260112,,20260303,20260103
2237,833,9,2,49,2025-12-12,2025-12-13,2026-01-24,2025-11-19,IPP,Maturity,,Paid,736833.76,739600.69,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251212,20251213.0,20260124,20251119
2238,1079,10,12,30,2025-10-28,2025-12-07,2025-11-30,2025-10-12,EDC,Death,Early,Paid,402636.33,390825.9,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251028,20251207.0,20251130,20251012
2239,1126,28,4,45,2025-12-11,2025-12-28,2026-01-10,2025-12-11,EDC,Death,Non-Early,Paid,1378395.83,1339988.54,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251211,20251228.0,20260110,20251211
2240,43,7,4,38,2026-01-17,,2026-02-17,2026-01-02,SB,SB,,Pending,0.0,30701.22,,1,1,0,0,0,0,0,0,38,>1 Month,1,0,0.0,20260117,,20260217,20260102
2241,1447,32,1,13,2025-12-29,,2026-02-01,2025-12-09,EDC,Death,Non-Early,Repudiated,0.0,1081144.74,,1,1,0,0,1,0,0,0,0,,0,0,0.0,20251229,,20260201,20251209
2242,1532,1,7,66,2025-12-09,2026-01-20,2026-01-16,2025-12-07,NEDC,Death,Early,Paid,648998.89,639786.96,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251209,20260120.0,20260116,20251207
2243,387,13,7,72,2026-01-03,2026-02-06,2026-02-02,2026-01-02,SB,SB,,Paid,127482.61,127145.31,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260103,20260206.0,20260202,20260102
2244,1294,11,1,8,2025-10-07,2025-11-14,2025-11-30,2025-09-21,EDC,Death,Non-Early,Paid,553671.03,548091.19,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251007,20251114.0,20251130,20250921
2245,1085,38,6,46,2026-01-18,2026-01-18,2026-02-04,2026-01-07,SB,SB,,Paid,89860.67,88100.57,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260118,20260118.0,20260204,20260107
2246,4,36,4,16,2025-11-21,2025-12-04,2025-12-07,2025-11-10,SB,SB,,Paid,119663.81,120919.91,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251121,20251204.0,20251207,20251110
2247,332,6,11,5,2025-10-29,,2025-12-21,2025-10-27,SB,SB,,Pending,0.0,51530.84,,1,1,0,0,0,0,0,0,96,>1 Month,1,0,0.0,20251029,,20251221,20251027
2248,1262,38,9,67,2025-12-05,2025-12-29,2026-03-10,2025-11-25,EDC,Death,Early,Paid,563170.14,565293.02,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251205,20251229.0,20260310,20251125
2249,1094,27,5,55,2025-12-27,2026-02-27,2026-02-04,2025-12-23,Maturity,Maturity,,Paid,362512.47,355819.35,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251227,20260227.0,20260204,20251223
2250,937,8,10,62,2025-12-12,,2025-12-30,2025-12-11,SB,SB,,Cancelled,0.0,83189.91,,1,1,0,0,0,0,1,0,0,,0,0,0.0,20251212,,20251230,20251211
2251,1757,11,11,2,2026-03-25,,2026-05-15,2026-03-08,EDC,Death,Non-Early,Pending,0.0,1010770.59,,1,1,0,0,0,0,0,0,-49,<1 Month,1,0,0.0,20260325,,20260515,20260308
2252,1808,38,6,75,2026-01-21,2026-02-03,2026-02-08,2026-01-09,SB,SB,,Paid,45328.12,44586.49,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260121,20260203.0,20260208,20260109
2253,991,3,3,13,2025-12-01,2025-12-01,2025-12-22,2025-12-01,Maturity,Maturity,,Paid,305347.79,310956.57,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251201,20251201.0,20251222,20251201
2254,1301,1,11,23,2025-10-02,2025-11-19,2025-12-01,2025-09-18,NEDC,Death,Early,Paid,1417623.21,1392707.93,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251002,20251119.0,20251201,20250918
2255,215,17,5,58,2025-12-21,2026-02-02,2026-03-09,2025-12-10,NEDC,Death,Early,Paid,702312.96,681717.92,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251221,20260202.0,20260309,20251210
2256,153,38,7,68,2025-12-08,,2026-01-07,2025-11-17,EDC,Death,Early,Repudiated,0.0,458636.94,,1,1,0,0,1,0,0,0,0,,0,0,0.0,20251208,,20260107,20251117
2257,1469,6,2,56,2025-11-18,,2025-12-20,2025-11-08,Maturity,Maturity,,Pending,0.0,91221.68,,1,1,0,0,0,0,0,0,97,>1 Month,1,0,0.0,20251118,,20251220,20251108
2258,1740,9,4,47,2026-03-21,2026-04-16,2026-04-15,2026-03-11,Maturity,Maturity,,Paid,230484.25,232437.89,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260321,20260416.0,20260415,20260311
2259,383,8,3,48,2026-03-03,2026-03-29,2026-04-06,2026-02-08,Maturity,Maturity,,Paid,394897.36,388067.9,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260303,20260329.0,20260406,20260208
2260,667,24,7,61,2026-03-20,,2026-04-05,2026-03-16,Maturity,Maturity,,Pending,0.0,375788.35,,1,1,0,0,0,0,0,0,-9,<1 Month,1,1,226689.29,20260320,,20260405,20260316
2261,1928,24,6,53,2026-02-25,2026-03-27,2026-03-22,2026-02-13,Maturity,Maturity,,Paid,677078.28,664989.9,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260225,20260327.0,20260322,20260213
2262,1835,40,6,46,2025-10-17,2025-12-19,2025-11-02,2025-10-01,Maturity,Maturity,,Paid,125027.25,126176.32,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251017,20251219.0,20251102,20251001
2263,1333,35,3,19,2025-12-20,2026-02-18,2026-04-03,2025-12-04,NEDC,Death,Early,Paid,1023153.32,993188.95,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251220,20260218.0,20260403,20251204
2264,1841,23,4,57,2026-01-04,2026-01-06,2026-02-24,2025-12-22,SB,SB,,Paid,237245.3,238695.01,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260104,20260106.0,20260224,20251222
2265,1754,31,12,40,2025-10-17,2025-10-17,2025-11-08,2025-09-25,Maturity,Maturity,,Paid,214758.37,212268.1,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251017,20251017.0,20251108,20250925
2266,1578,14,10,2,2026-01-28,,2026-05-01,2026-01-15,EDC,Death,Non-Early,Pending,0.0,169670.02,,1,1,0,0,0,0,0,0,-35,<1 Month,1,0,0.0,20260128,,20260501,20260115
2267,1959,23,11,2,2026-02-01,2026-02-17,2026-03-24,2026-01-12,Maturity,Maturity,,Paid,203472.1,196771.78,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260201,20260217.0,20260324,20260112
2268,1031,5,4,59,2025-11-18,,2025-12-16,2025-11-02,IPP,Maturity,,Intimation Cancelled,0.0,533603.12,,1,1,0,0,0,0,0,1,0,,0,0,0.0,20251118,,20251216,20251102
2269,859,11,12,16,2026-03-10,2026-03-23,2026-04-19,2026-02-22,Maturity,Maturity,,Paid,575592.47,557575.95,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260310,20260323.0,20260419,20260222
2270,506,15,5,73,2025-12-19,2026-03-04,2026-01-20,2025-12-09,Maturity,Maturity,,Paid,599548.05,600549.1,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251219,20260304.0,20260120,20251209
2271,1354,42,9,48,2026-02-02,,2026-02-21,2026-01-22,Maturity,Maturity,,Pending,0.0,121978.27,,1,1,0,0,0,0,0,0,34,>1 Month,1,0,0.0,20260202,,20260221,20260122
2272,35,18,10,36,2025-11-19,,2025-12-09,2025-11-19,SB,SB,,Pending,0.0,57029.89,,1,1,0,0,0,0,0,0,108,>1 Month,1,0,0.0,20251119,,20251209,20251119
2273,309,15,5,19,2026-03-24,2026-04-29,2026-05-07,2026-03-07,Maturity,Maturity,,Paid,248366.48,239513.93,FY2026-27,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260324,20260429.0,20260507,20260307
2274,1426,11,12,26,2025-12-20,2026-01-21,2026-02-04,2025-12-20,SB,SB,,Paid,46571.96,47219.7,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251220,20260121.0,20260204,20251220
2275,788,42,8,11,2025-11-22,2025-12-09,2026-01-18,2025-11-22,SB,SB,,Paid,25979.26,25162.26,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251122,20251209.0,20260118,20251122
2276,725,17,3,71,2025-11-30,2025-12-26,2025-12-16,2025-11-06,Maturity,Maturity,,Paid,241229.61,245843.01,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251130,20251226.0,20251216,20251106
2277,918,5,12,74,2025-10-26,2025-11-21,2025-12-26,2025-10-22,EDC,Death,Non-Early,Paid,4907120.18,4780903.51,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251026,20251121.0,20251226,20251022
2278,1234,7,12,7,2026-03-13,,2026-05-05,2026-03-03,NEDC,Death,Early,Pending,0.0,1057301.47,,1,1,0,0,0,0,0,0,-39,<1 Month,1,0,0.0,20260313,,20260505,20260303
2279,1512,40,7,10,2026-03-07,2026-04-23,2026-06-01,2026-02-13,EDC,Death,Early,Paid,357544.27,367587.46,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260307,20260423.0,20260601,20260213
2280,1285,4,5,50,2026-02-02,,2026-02-27,2026-01-27,Maturity,Maturity,,Pending,0.0,361695.45,,1,1,0,0,0,0,0,0,28,<1 Month,1,0,0.0,20260202,,20260227,20260127
2281,844,33,10,61,2025-12-02,,2025-12-24,2025-12-02,Maturity,Maturity,,Intimation Cancelled,0.0,275104.81,,1,1,0,0,0,0,0,1,0,,0,0,0.0,20251202,,20251224,20251202
2282,624,41,10,39,2026-03-28,2026-04-30,2026-06-21,2026-03-25,NEDC,Death,Non-Early,Paid,518440.6,499787.16,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260328,20260430.0,20260621,20260325
2283,1152,27,1,36,2026-03-08,,2026-04-15,2026-03-05,NEDC,Death,Non-Early,Pending,0.0,1162423.19,,1,1,0,0,0,0,0,0,-19,<1 Month,1,0,0.0,20260308,,20260415,20260305
2284,1020,12,6,60,2026-02-05,2026-03-21,2026-03-19,2026-01-13,NEDC,Death,Non-Early,Paid,277154.17,267089.63,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260205,20260321.0,20260319,20260113
2285,155,13,6,45,2025-12-15,2026-02-01,2026-01-14,2025-11-27,SB,SB,,Paid,32855.57,31796.98,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251215,20260201.0,20260114,20251127
2286,1246,37,1,67,2026-02-05,,2026-02-25,2026-01-16,SB,SB,,Pending,0.0,116015.93,,1,1,0,0,0,0,0,0,30,<1 Month,1,0,0.0,20260205,,20260225,20260116
2287,231,14,10,54,2025-10-06,2025-12-06,2025-11-15,2025-09-30,Maturity,Maturity,,Paid,417051.55,429215.06,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251006,20251206.0,20251115,20250930
2288,1719,13,4,7,2026-03-31,2026-03-31,2026-05-25,2026-03-10,IPP,Maturity,,Paid,351538.85,340862.65,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260331,20260331.0,20260525,20260310
2289,1502,35,9,63,2026-03-06,,2026-04-28,2026-03-01,Maturity,Maturity,,Pending,0.0,200360.3,,1,1,0,0,0,0,0,0,-32,<1 Month,1,1,117469.73,20260306,,20260428,20260301
2290,219,24,9,29,2025-12-30,2025-12-30,2026-02-05,2025-12-26,SB,SB,,Paid,58169.21,59217.53,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251230,20251230.0,20260205,20251226
2291,1197,33,4,63,2026-01-29,2026-02-17,2026-02-19,2026-01-16,IPP,Maturity,,Paid,184387.61,186389.9,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260129,20260217.0,20260219,20260116
2292,21,23,4,9,2025-12-14,2026-01-25,2026-02-06,2025-12-10,SB,SB,,Paid,39262.79,37821.68,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251214,20260125.0,20260206,20251210
2293,1311,5,3,34,2026-03-31,,2026-05-23,2026-03-14,IPP,Maturity,,Pending,0.0,274754.76,,1,1,0,0,0,0,0,0,-57,<1 Month,1,0,0.0,20260331,,20260523,20260314
2294,670,38,11,10,2025-12-10,2026-01-05,2025-12-26,2025-11-19,SB,SB,,Paid,199211.5,192194.49,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251210,20260105.0,20251226,20251119
2295,1818,42,9,64,2026-02-07,2026-03-12,2026-03-16,2026-02-05,SB,SB,,Paid,77680.15,80053.03,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260207,20260312.0,20260316,20260205
2296,286,36,8,69,2026-03-10,2026-03-25,2026-05-04,2026-02-16,SB,SB,,Paid,142924.32,138985.97,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260310,20260325.0,20260504,20260216
2297,820,10,5,2,2026-02-22,,2026-04-12,2026-02-10,EDC,Death,Early,Rejected,0.0,471928.39,,1,1,0,0,0,1,0,0,0,,0,0,0.0,20260222,,20260412,20260210
2298,367,26,6,56,2025-11-03,2026-01-09,2026-02-12,2025-10-13,NEDC,Death,Non-Early,Paid,413502.03,412083.05,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251103,20260109.0,20260212,20251013
2299,1578,14,10,2,2025-10-29,2025-12-06,2025-12-05,2025-10-07,EDC,Death,Early,Paid,296121.63,288478.09,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251029,20251206.0,20251205,20251007
2300,625,21,9,29,2026-01-09,2026-01-22,2026-01-25,2026-01-02,Maturity,Maturity,,Paid,59270.82,58550.27,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260109,20260122.0,20260125,20260102
2301,486,19,3,23,2026-01-04,2026-01-21,2026-01-24,2025-12-30,IPP,Maturity,,Paid,318711.94,314511.77,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260104,20260121.0,20260124,20251230
2302,1751,26,7,51,2025-11-14,2025-11-14,2025-12-01,2025-10-31,SB,SB,,Paid,41971.08,40732.45,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251114,20251114.0,20251201,20251031
2303,712,17,2,49,2026-03-10,2026-03-24,2026-05-07,2026-02-26,Maturity,Maturity,,Paid,545616.83,543836.72,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260310,20260324.0,20260507,20260226
2304,1896,14,7,67,2026-03-13,,2026-04-25,2026-02-28,SB,SB,,Pending,0.0,51694.79,,1,1,0,0,0,0,0,0,-29,<1 Month,1,0,0.0,20260313,,20260425,20260228
2305,1875,8,9,7,2026-03-03,2026-04-29,2026-04-15,2026-02-28,EDC,Death,Early,Paid,322136.01,317759.96,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260303,20260429.0,20260415,20260228
2306,707,18,4,78,2025-10-30,,2025-12-16,2025-10-14,SB,SB,,Pending,0.0,140597.8,,1,1,0,0,0,0,0,0,101,>1 Month,1,0,0.0,20251030,,20251216,20251014
2307,826,24,2,3,2025-12-29,2026-02-10,2026-02-10,2025-12-27,NEDC,Death,Early,Paid,1177694.59,1146863.62,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251229,20260210.0,20260210,20251227
2308,1983,21,12,22,2026-03-26,2026-04-20,2026-04-14,2026-03-21,SB,SB,,Paid,24139.86,23460.25,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260326,20260420.0,20260414,20260321
2309,199,31,11,24,2026-01-24,,2026-03-07,2026-01-01,Maturity,Maturity,,Pending,0.0,800140.12,,1,1,0,0,0,0,0,0,20,<1 Month,1,0,0.0,20260124,,20260307,20260101
2310,393,20,1,58,2026-02-10,,2026-03-24,2026-01-20,SB,SB,,Intimation Cancelled,0.0,102394.55,,1,1,0,0,0,0,0,1,0,,0,0,0.0,20260210,,20260324,20260120
2311,1362,5,6,11,2026-02-03,,2026-03-11,2026-02-02,SB,SB,,Intimation Cancelled,0.0,40885.32,,1,1,0,0,0,0,0,1,0,,0,0,0.0,20260203,,20260311,20260202
2312,885,12,4,43,2025-11-04,2025-12-18,2025-12-26,2025-10-12,Maturity,Maturity,,Paid,313439.21,321061.94,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251104,20251218.0,20251226,20251012
2313,983,3,12,19,2026-03-07,,2026-04-24,2026-03-07,SB,SB,,Cancelled,0.0,44618.31,,1,1,0,0,0,0,1,0,0,,0,0,0.0,20260307,,20260424,20260307
2314,1339,3,8,29,2025-10-03,2025-11-13,2026-01-04,2025-09-21,NEDC,Death,Early,Paid,150899.7,155003.44,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251003,20251113.0,20260104,20250921
2315,1317,26,4,43,2025-12-09,2026-02-12,2026-01-06,2025-11-27,SB,SB,,Paid,45665.88,44941.33,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251209,20260212.0,20260106,20251127
2316,1293,3,1,60,2025-11-19,2025-12-05,2026-01-08,2025-11-18,SB,SB,,Paid,26872.77,27545.15,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251119,20251205.0,20260108,20251118
2317,1820,5,8,55,2026-02-11,2026-03-03,2026-03-21,2026-01-20,Maturity,Maturity,,Paid,524933.25,529711.43,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260211,20260303.0,20260321,20260120
2318,556,1,6,68,2026-03-21,2026-03-30,2026-05-13,2026-03-17,SB,SB,,Paid,68026.09,65706.52,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260321,20260330.0,20260513,20260317
2319,1985,13,9,19,2025-10-27,2025-12-28,2025-12-20,2025-10-05,EDC,Death,Non-Early,Paid,169314.39,171671.37,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251027,20251228.0,20251220,20251005
2320,1363,6,5,30,2025-12-08,2026-01-27,2026-01-14,2025-12-08,Maturity,Maturity,,Paid,258259.63,259721.8,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251208,20260127.0,20260114,20251208
2321,1849,25,7,57,2026-02-28,,2026-03-29,2026-02-14,SB,SB,,Pending,0.0,46976.85,,1,1,0,0,0,0,0,0,-2,<1 Month,1,0,0.0,20260228,,20260329,20260214
2322,767,7,9,27,2026-02-21,2026-03-05,2026-04-11,2026-02-07,EDC,Death,Non-Early,Paid,623910.86,639788.15,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260221,20260305.0,20260411,20260207
2323,1594,1,10,13,2026-03-14,,2026-04-26,2026-03-12,NEDC,Death,Non-Early,Pending,0.0,941385.27,,1,1,0,0,0,0,0,0,-30,<1 Month,1,0,0.0,20260314,,20260426,20260312
2324,894,12,2,48,2026-02-28,2026-03-14,2026-03-27,2026-02-13,SB,SB,,Paid,130078.81,133860.26,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260228,20260314.0,20260327,20260213
2325,1910,12,12,64,2025-10-18,2025-10-30,2025-11-17,2025-10-03,Maturity,Maturity,,Paid,191539.06,188838.6,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251018,20251030.0,20251117,20251003
2326,1923,27,4,74,2025-10-05,2025-10-21,2025-11-11,2025-09-19,SB,SB,,Paid,114751.04,118055.68,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251005,20251021.0,20251111,20250919
2327,17,35,1,51,2025-12-24,2026-02-19,2026-01-24,2025-12-19,EDC,Death,Non-Early,Paid,1570070.75,1564653.99,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251224,20260219.0,20260124,20251219
2328,61,37,10,3,2026-03-31,,2026-05-17,2026-03-22,NEDC,Death,Non-Early,Repudiated,0.0,334704.24,,1,1,0,0,1,0,0,0,0,,0,0,0.0,20260331,,20260517,20260322
2329,622,17,3,21,2026-03-24,2026-03-30,2026-04-18,2026-03-19,IPP,Maturity,,Paid,180612.02,175612.85,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260324,20260330.0,20260418,20260319
2330,457,17,2,12,2026-03-08,2026-04-22,2026-04-05,2026-03-08,IPP,Maturity,,Paid,180758.77,178715.48,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260308,20260422.0,20260405,20260308
